id_venda,id_pedido,data_venda,id_produto,id_canal,id_regiao,quantidade,preco_unitario,custo_unitario,desconto_percentual,receita_bruta,valor_desconto,receita_liquida,custo_total,margem_bruta,margem_percentual
19684,112984,2026-05-29,6,3,5,3,82.47,33.25,0.1,247.41,24.74,222.67,99.75,122.92,0.552
19848,113089,2026-05-29,12,5,2,1,87.11,28.93,0.1,87.11,8.71,78.4,28.93,49.47,0.631
20409,113464,2026-05-29,1,2,3,1,68.1,27.98,0.05,68.1,3.4,64.7,27.98,36.72,0.5675
20410,113464,2026-05-29,9,2,3,1,69.96,29.43,0.0,69.96,0.0,69.96,29.43,40.53,0.5793
21544,114222,2026-05-29,13,2,2,1,58.1,20.66,0.05,58.1,2.9,55.2,20.66,34.54,0.6257
22623,114923,2026-05-29,12,2,5,1,86.46,28.98,0.05,86.46,4.32,82.14,28.98,53.16,0.6472
1242,100820,2026-05-30,4,4,3,1,85.93,34.2,0.0,85.93,0.0,85.93,34.2,51.73,0.602
1243,100820,2026-05-30,7,4,3,1,49.81,18.8,0.05,49.81,2.49,47.32,18.8,28.52,0.6027
1244,100820,2026-05-30,13,4,3,1,59.23,20.77,0.0,59.23,0.0,59.23,20.77,38.46,0.6493
1881,101255,2026-05-30,4,1,5,1,91.55,35.47,0.15,91.55,13.73,77.82,35.47,42.35,0.5442
2212,101480,2026-05-30,7,3,4,1,47.78,19.13,0.0,47.78,0.0,47.78,19.13,28.65,0.5996
3102,102072,2026-05-30,14,1,5,2,30.84,10.8,0.0,61.68,0.0,61.68,21.6,40.08,0.6498
7433,104941,2026-05-30,10,1,4,1,61.94,23.85,0.15,61.94,9.29,52.65,23.85,28.8,0.547
7434,104941,2026-05-30,15,1,4,1,57.3,23.67,0.1,57.3,5.73,51.57,23.67,27.9,0.541
7435,104941,2026-05-30,1,1,4,1,65.31,27.15,0.15,65.31,9.8,55.51,27.15,28.36,0.5109
8107,105365,2026-05-30,7,3,2,2,50.52,19.06,0.1,101.04,10.1,90.94,38.12,52.82,0.5808
11687,107738,2026-05-30,5,2,2,3,97.59,43.01,0.0,292.77,0.0,292.77,129.03,163.74,0.5593
11893,107878,2026-05-30,1,3,4,1,66.58,27.24,0.05,66.58,3.33,63.25,27.24,36.01,0.5693
12152,108049,2026-05-30,8,1,4,2,50.33,20.43,0.05,100.66,5.03,95.63,40.86,54.77,0.5727
12398,108205,2026-05-30,15,2,2,1,62.15,22.71,0.05,62.15,3.11,59.04,22.71,36.33,0.6153
13372,108838,2026-05-30,15,1,1,1,60.68,23.56,0.1,60.68,6.07,54.61,23.56,31.05,0.5686
15066,109935,2026-05-30,2,1,2,2,120.42,47.97,0.05,240.84,12.04,228.8,95.94,132.86,0.5807
15089,109950,2026-05-30,10,3,3,1,64.97,25.12,0.1,64.97,6.5,58.47,25.12,33.35,0.5704
17005,111208,2026-05-30,12,3,4,2,83.07,29.33,0.05,166.14,8.31,157.83,58.66,99.17,0.6283
18469,112175,2026-05-30,15,4,4,1,61.86,23.41,0.0,61.86,0.0,61.86,23.41,38.45,0.6216
18470,112175,2026-05-30,13,4,4,1,61.57,20.86,0.0,61.57,0.0,61.57,20.86,40.71,0.6612
20634,113613,2026-05-30,10,1,2,1,61.55,23.77,0.05,61.55,3.08,58.47,23.77,34.7,0.5935
1133,100751,2026-05-31,7,4,5,1,46.65,19.21,0.0,46.65,0.0,46.65,19.21,27.44,0.5882
4557,103025,2026-05-31,7,1,5,2,51.0,18.81,0.1,102.0,10.2,91.8,37.62,54.18,0.5902
4558,103025,2026-05-31,9,1,5,1,73.1,29.56,0.15,73.1,10.96,62.14,29.56,32.58,0.5243
4804,103193,2026-05-31,15,5,1,1,55.81,23.36,0.05,55.81,2.79,53.02,23.36,29.66,0.5594
4805,103193,2026-05-31,9,5,1,3,71.95,29.75,0.1,215.85,21.58,194.27,89.25,105.02,0.5406
5686,103776,2026-05-31,7,4,2,1,51.27,18.93,0.05,51.27,2.56,48.71,18.93,29.78,0.6114
6405,104249,2026-05-31,7,1,5,1,48.52,19.24,0.15,48.52,7.28,41.24,19.24,22.0,0.5335
9360,106205,2026-05-31,15,1,4,1,62.0,23.36,0.1,62.0,6.2,55.8,23.36,32.44,0.5814
9717,106439,2026-05-31,1,1,3,1,71.33,26.49,0.15,71.33,10.7,60.63,26.49,34.14,0.5631
13975,109227,2026-05-31,9,1,4,2,74.81,29.7,0.1,149.62,14.96,134.66,59.4,75.26,0.5589
15404,110159,2026-05-31,13,3,2,1,56.67,21.26,0.1,56.67,5.67,51.0,21.26,29.74,0.5831
16067,110593,2026-05-31,8,2,2,1,53.78,21.1,0.05,53.78,2.69,51.09,21.1,29.99,0.587
16068,110593,2026-05-31,4,2,2,1,84.85,34.37,0.05,84.85,4.24,80.61,34.37,46.24,0.5736
17480,111522,2026-05-31,11,3,4,1,43.01,13.65,0.0,43.01,0.0,43.01,13.65,29.36,0.6826
18019,111884,2026-05-31,7,2,4,2,49.19,19.21,0.0,98.38,0.0,98.38,38.42,59.96,0.6095
18497,112191,2026-05-31,1,1,4,3,69.85,27.68,0.15,209.55,31.43,178.12,83.04,95.08,0.5338
21344,114086,2026-05-31,13,5,2,1,57.59,21.71,0.1,57.59,5.76,51.83,21.71,30.12,0.5811
22278,114696,2026-05-31,10,5,4,1,60.55,25.2,0.15,60.55,9.08,51.47,25.2,26.27,0.5104
22279,114696,2026-05-31,15,5,4,1,56.08,23.6,0.05,56.08,2.8,53.28,23.6,29.68,0.5571
22280,114696,2026-05-31,8,5,4,1,49.74,20.81,0.05,49.74,2.49,47.25,20.81,26.44,0.5596
22281,114696,2026-05-31,3,5,4,2,56.47,20.57,0.15,112.94,16.94,96.0,41.14,54.86,0.5715
797,100525,2026-06-01,12,4,1,1,88.14,29.9,0.05,88.14,4.41,83.73,29.9,53.83,0.6429
6505,104318,2026-06-01,11,5,5,1,41.91,14.09,0.2,41.91,8.38,33.53,14.09,19.44,0.5798
7108,104721,2026-06-01,14,3,5,1,27.83,10.31,0.0,27.83,0.0,27.83,10.31,17.52,0.6295
7109,104721,2026-06-01,5,3,5,2,99.66,41.25,0.05,199.32,9.97,189.35,82.5,106.85,0.5643
11667,107724,2026-06-01,8,5,5,1,54.64,20.38,0.1,54.64,5.46,49.18,20.38,28.8,0.5856
11668,107724,2026-06-01,5,5,5,1,95.6,43.31,0.05,95.6,4.78,90.82,43.31,47.51,0.5231
12807,108479,2026-06-01,6,5,4,1,74.44,33.66,0.1,74.44,7.44,67.0,33.66,33.34,0.4976
14591,109624,2026-06-01,3,3,1,1,56.23,20.24,0.0,56.23,0.0,56.23,20.24,35.99,0.64
17515,111547,2026-06-01,7,1,4,3,48.59,19.45,0.15,145.77,21.87,123.9,58.35,65.55,0.5291
18418,112148,2026-06-01,3,5,4,1,53.83,20.91,0.2,53.83,10.77,43.06,20.91,22.15,0.5144
18419,112148,2026-06-01,11,5,4,1,42.96,13.77,0.1,42.96,4.3,38.66,13.77,24.89,0.6438
18420,112148,2026-06-01,15,5,4,2,59.95,24.1,0.2,119.9,23.98,95.92,48.2,47.72,0.4975
18970,112521,2026-06-01,12,3,4,1,81.6,30.42,0.0,81.6,0.0,81.6,30.42,51.18,0.6272
20405,113461,2026-06-01,10,2,4,2,64.85,24.03,0.1,129.7,12.97,116.73,48.06,68.67,0.5883
20866,113770,2026-06-01,15,2,2,2,57.63,23.29,0.0,115.26,0.0,115.26,46.58,68.68,0.5959
20867,113770,2026-06-01,10,2,2,3,67.3,24.27,0.0,201.9,0.0,201.9,72.81,129.09,0.6394
21508,114200,2026-06-01,4,5,3,2,84.37,35.44,0.1,168.74,16.87,151.87,70.88,80.99,0.5333
22235,114669,2026-06-01,3,2,2,3,56.11,20.49,0.05,168.33,8.42,159.91,61.47,98.44,0.6156
1106,100736,2026-06-02,1,3,4,1,67.77,26.94,0.0,67.77,0.0,67.77,26.94,40.83,0.6025
1107,100736,2026-06-02,13,3,4,1,61.91,20.75,0.0,61.91,0.0,61.91,20.75,41.16,0.6648
2172,101457,2026-06-02,11,3,2,1,43.4,14.22,0.05,43.4,2.17,41.23,14.22,27.01,0.6551
2173,101457,2026-06-02,15,3,2,1,59.88,23.49,0.0,59.88,0.0,59.88,23.49,36.39,0.6077
2772,101855,2026-06-02,11,4,2,1,45.26,13.81,0.05,45.26,2.26,43.0,13.81,29.19,0.6788
4172,102765,2026-06-02,1,2,4,1,66.47,27.03,0.1,66.47,6.65,59.82,27.03,32.79,0.5481
4173,102765,2026-06-02,14,2,4,1,29.09,10.74,0.05,29.09,1.45,27.64,10.74,16.9,0.6114
5567,103694,2026-06-02,3,2,4,2,53.09,20.84,0.05,106.18,5.31,100.87,41.68,59.19,0.5868
5568,103694,2026-06-02,14,2,4,1,28.16,10.29,0.0,28.16,0.0,28.16,10.29,17.87,0.6346
5569,103694,2026-06-02,15,2,4,3,60.02,23.18,0.05,180.06,9.0,171.06,69.54,101.52,0.5935
6761,104488,2026-06-02,2,4,5,1,120.82,47.76,0.05,120.82,6.04,114.78,47.76,67.02,0.5839
13221,108745,2026-06-02,4,5,4,1,90.07,34.88,0.1,90.07,9.01,81.06,34.88,46.18,0.5697
16400,110824,2026-06-02,15,1,5,1,61.32,23.56,0.05,61.32,3.07,58.25,23.56,34.69,0.5955
16401,110824,2026-06-02,6,1,5,1,80.32,32.85,0.0,80.32,0.0,80.32,32.85,47.47,0.591
16741,111040,2026-06-02,12,2,1,2,79.28,29.21,0.0,158.56,0.0,158.56,58.42,100.14,0.6316
17286,111396,2026-06-02,2,5,2,1,111.85,46.21,0.1,111.85,11.18,100.67,46.21,54.46,0.541
18771,112380,2026-06-02,1,4,2,1,68.27,28.05,0.05,68.27,3.41,64.86,28.05,36.81,0.5675
20306,113402,2026-06-02,14,4,4,1,29.97,10.88,0.0,29.97,0.0,29.97,10.88,19.09,0.637
20307,113402,2026-06-02,11,4,4,1,45.1,13.86,0.0,45.1,0.0,45.1,13.86,31.24,0.6927
21594,114260,2026-06-02,15,2,5,1,61.42,23.94,0.05,61.42,3.07,58.35,23.94,34.41,0.5897
1057,100702,2026-06-03,14,4,5,1,30.12,10.54,0.0,30.12,0.0,30.12,10.54,19.58,0.6501
2626,101758,2026-06-03,15,1,2,1,60.65,23.25,0.0,60.65,0.0,60.65,23.25,37.4,0.6167
4617,103064,2026-06-03,14,4,1,1,29.38,10.71,0.0,29.38,0.0,29.38,10.71,18.67,0.6355
5166,103440,2026-06-03,12,2,2,1,84.41,30.14,0.0,84.41,0.0,84.41,30.14,54.27,0.6429
5167,103440,2026-06-03,1,2,2,1,67.31,27.73,0.0,67.31,0.0,67.31,27.73,39.58,0.588
6188,104106,2026-06-03,4,1,3,2,90.65,34.3,0.05,181.3,9.07,172.23,68.6,103.63,0.6017
6189,104106,2026-06-03,5,1,3,1,98.98,43.4,0.15,98.98,14.85,84.13,43.4,40.73,0.4841
6491,104308,2026-06-03,3,2,5,2,51.15,20.8,0.0,102.3,0.0,102.3,41.6,60.7,0.5934
6492,104308,2026-06-03,6,2,5,1,77.98,32.87,0.05,77.98,3.9,74.08,32.87,41.21,0.5563
7717,105121,2026-06-03,1,3,1,1,67.19,27.86,0.0,67.19,0.0,67.19,27.86,39.33,0.5854
7718,105121,2026-06-03,8,3,1,1,54.23,20.99,0.05,54.23,2.71,51.52,20.99,30.53,0.5926
7719,105121,2026-06-03,4,3,1,1,88.46,34.53,0.1,88.46,8.85,79.61,34.53,45.08,0.5663
9621,106378,2026-06-03,15,4,4,1,60.54,22.82,0.05,60.54,3.03,57.51,22.82,34.69,0.6032
10340,106853,2026-06-03,11,5,5,1,45.95,14.06,0.15,45.95,6.89,39.06,14.06,25.0,0.64
10675,107061,2026-06-03,12,5,5,2,86.78,29.77,0.1,173.56,17.36,156.2,59.54,96.66,0.6188
11709,107753,2026-06-03,14,4,2,2,29.66,10.79,0.0,59.32,0.0,59.32,21.58,37.74,0.6362
11710,107753,2026-06-03,4,4,2,1,90.45,35.01,0.05,90.45,4.52,85.93,35.01,50.92,0.5926
14510,109572,2026-06-03,5,3,2,1,103.82,41.36,0.1,103.82,10.38,93.44,41.36,52.08,0.5574
14867,109801,2026-06-03,14,3,5,1,29.75,10.7,0.05,29.75,1.49,28.26,10.7,17.56,0.6214
16292,110747,2026-06-03,8,2,4,1,49.9,20.52,0.0,49.9,0.0,49.9,20.52,29.38,0.5888
17200,111338,2026-06-03,7,2,3,1,46.6,19.26,0.1,46.6,4.66,41.94,19.26,22.68,0.5408
17201,111338,2026-06-03,10,2,3,2,61.61,24.81,0.05,123.22,6.16,117.06,49.62,67.44,0.5761
18123,111956,2026-06-03,6,2,4,1,78.71,32.61,0.05,78.71,3.94,74.77,32.61,42.16,0.5639
18124,111956,2026-06-03,15,2,4,2,60.04,23.18,0.1,120.08,12.01,108.07,46.36,61.71,0.571
18125,111956,2026-06-03,4,2,4,1,92.59,34.46,0.05,92.59,4.63,87.96,34.46,53.5,0.6082
18126,111956,2026-06-03,2,2,4,1,114.27,46.3,0.0,114.27,0.0,114.27,46.3,67.97,0.5948
20550,113556,2026-06-03,7,3,4,1,51.24,18.44,0.0,51.24,0.0,51.24,18.44,32.8,0.6401
20551,113556,2026-06-03,4,3,4,1,85.79,33.81,0.0,85.79,0.0,85.79,33.81,51.98,0.6059
20552,113556,2026-06-03,8,3,4,1,53.54,20.06,0.05,53.54,2.68,50.86,20.06,30.8,0.6056
21792,114391,2026-06-03,1,2,4,1,68.36,26.83,0.1,68.36,6.84,61.52,26.83,34.69,0.5639
480,100308,2026-06-04,4,5,5,1,84.6,34.93,0.15,84.6,12.69,71.91,34.93,36.98,0.5143
2833,101897,2026-06-04,8,2,5,2,50.59,21.03,0.0,101.18,0.0,101.18,42.06,59.12,0.5843
3390,102270,2026-06-04,1,2,2,1,66.27,27.4,0.0,66.27,0.0,66.27,27.4,38.87,0.5865
3391,102270,2026-06-04,6,2,2,1,78.59,34.12,0.1,78.59,7.86,70.73,34.12,36.61,0.5176
5097,103400,2026-06-04,8,1,3,1,51.84,20.59,0.1,51.84,5.18,46.66,20.59,26.07,0.5587
5098,103400,2026-06-04,15,1,3,1,61.94,23.2,0.15,61.94,9.29,52.65,23.2,29.45,0.5594
5099,103400,2026-06-04,6,1,3,4,80.53,32.74,0.1,322.12,32.21,289.91,130.96,158.95,0.5483
7644,105067,2026-06-04,7,1,5,2,47.98,19.24,0.15,95.96,14.39,81.57,38.48,43.09,0.5283
10375,106876,2026-06-04,5,3,4,2,102.18,41.73,0.05,204.36,10.22,194.14,83.46,110.68,0.5701
10376,106876,2026-06-04,9,3,4,1,74.2,29.25,0.1,74.2,7.42,66.78,29.25,37.53,0.562
10377,106876,2026-06-04,13,3,4,1,59.52,21.47,0.0,59.52,0.0,59.52,21.47,38.05,0.6393
11972,107935,2026-06-04,7,1,4,1,49.67,19.53,0.1,49.67,4.97,44.7,19.53,25.17,0.5631
11973,107935,2026-06-04,3,1,4,1,54.02,20.14,0.0,54.02,0.0,54.02,20.14,33.88,0.6272
18762,112372,2026-06-04,7,2,2,1,51.25,19.01,0.05,51.25,2.56,48.69,19.01,29.68,0.6096
18927,112492,2026-06-04,2,5,4,1,124.04,45.79,0.1,124.04,12.4,111.64,45.79,65.85,0.5898
21468,114170,2026-06-04,15,2,4,3,58.44,24.07,0.1,175.32,17.53,157.79,72.21,85.58,0.5424
582,100381,2026-06-05,8,1,4,1,54.2,20.52,0.0,54.2,0.0,54.2,20.52,33.68,0.6214
1261,100829,2026-06-05,12,2,4,2,79.17,28.83,0.05,158.34,7.92,150.42,57.66,92.76,0.6167
1668,101113,2026-06-05,1,4,4,1,72.69,28.02,0.0,72.69,0.0,72.69,28.02,44.67,0.6145
1669,101113,2026-06-05,14,4,4,1,28.52,10.46,0.0,28.52,0.0,28.52,10.46,18.06,0.6332
1670,101113,2026-06-05,7,4,4,1,46.52,19.15,0.0,46.52,0.0,46.52,19.15,27.37,0.5883
2697,101805,2026-06-05,12,3,1,1,81.0,29.07,0.1,81.0,8.1,72.9,29.07,43.83,0.6012
2698,101805,2026-06-05,10,3,1,1,62.76,24.61,0.0,62.76,0.0,62.76,24.61,38.15,0.6079
4526,103004,2026-06-05,13,5,4,1,56.79,20.66,0.1,56.79,5.68,51.11,20.66,30.45,0.5958
4527,103004,2026-06-05,14,5,4,1,27.99,10.46,0.2,27.99,5.6,22.39,10.46,11.93,0.5328
4528,103004,2026-06-05,5,5,4,1,96.38,41.71,0.15,96.38,14.46,81.92,41.71,40.21,0.4908
4966,103305,2026-06-05,1,3,3,1,67.32,28.03,0.0,67.32,0.0,67.32,28.03,39.29,0.5836
5549,103683,2026-06-05,9,5,4,1,71.74,30.28,0.05,71.74,3.59,68.15,30.28,37.87,0.5557
6096,104049,2026-06-05,9,2,5,1,74.4,29.63,0.1,74.4,7.44,66.96,29.63,37.33,0.5575
7991,105292,2026-06-05,3,2,5,1,51.69,20.08,0.0,51.69,0.0,51.69,20.08,31.61,0.6115
10193,106761,2026-06-05,9,1,4,1,72.97,30.09,0.05,72.97,3.65,69.32,30.09,39.23,0.5659
10194,106761,2026-06-05,7,1,4,1,51.39,19.25,0.15,51.39,7.71,43.68,19.25,24.43,0.5593
11170,107387,2026-06-05,11,5,5,1,42.69,13.92,0.1,42.69,4.27,38.42,13.92,24.5,0.6377
11478,107603,2026-06-05,13,2,5,1,60.84,20.84,0.05,60.84,3.04,57.8,20.84,36.96,0.6394
13978,109230,2026-06-05,1,3,4,1,71.57,26.55,0.05,71.57,3.58,67.99,26.55,41.44,0.6095
13979,109230,2026-06-05,8,3,4,1,50.44,21.1,0.0,50.44,0.0,50.44,21.1,29.34,0.5817
14544,109596,2026-06-05,4,1,2,1,92.49,35.45,0.0,92.49,0.0,92.49,35.45,57.04,0.6167
18318,112082,2026-06-05,8,1,4,1,49.21,21.16,0.05,49.21,2.46,46.75,21.16,25.59,0.5474
18319,112082,2026-06-05,14,1,4,2,30.61,10.3,0.15,61.22,9.18,52.04,20.6,31.44,0.6042
19849,113090,2026-06-05,7,4,2,1,48.39,18.87,0.0,48.39,0.0,48.39,18.87,29.52,0.61
22215,114654,2026-06-05,12,3,2,1,82.37,29.23,0.1,82.37,8.24,74.13,29.23,44.9,0.6057
924,100611,2026-06-06,11,3,4,1,42.06,14.27,0.0,42.06,0.0,42.06,14.27,27.79,0.6607
2667,101785,2026-06-06,5,5,4,1,99.53,41.91,0.1,99.53,9.95,89.58,41.91,47.67,0.5322
2668,101785,2026-06-06,4,5,4,1,87.11,35.11,0.15,87.11,13.07,74.04,35.11,38.93,0.5258
2669,101785,2026-06-06,1,5,4,1,70.5,27.77,0.2,70.5,14.1,56.4,27.77,28.63,0.5076
3815,102532,2026-06-06,6,2,2,1,77.69,32.75,0.1,77.69,7.77,69.92,32.75,37.17,0.5316
3816,102532,2026-06-06,15,2,2,1,58.81,23.26,0.0,58.81,0.0,58.81,23.26,35.55,0.6045
3817,102532,2026-06-06,14,2,2,2,28.78,10.55,0.0,57.56,0.0,57.56,21.1,36.46,0.6334
4582,103042,2026-06-06,8,3,3,1,53.27,21.07,0.1,53.27,5.33,47.94,21.07,26.87,0.5605
5029,103350,2026-06-06,12,1,3,2,83.34,30.18,0.15,166.68,25.0,141.68,60.36,81.32,0.574
5277,103517,2026-06-06,15,1,2,1,57.0,22.9,0.0,57.0,0.0,57.0,22.9,34.1,0.5982
5363,103568,2026-06-06,5,4,2,1,94.81,42.03,0.0,94.81,0.0,94.81,42.03,52.78,0.5567
7338,104874,2026-06-06,14,3,2,1,28.12,10.87,0.1,28.12,2.81,25.31,10.87,14.44,0.5705
7513,104991,2026-06-06,7,3,4,1,47.57,18.93,0.1,47.57,4.76,42.81,18.93,23.88,0.5578
7514,104991,2026-06-06,9,3,4,1,73.67,30.41,0.05,73.67,3.68,69.99,30.41,39.58,0.5655
8097,105359,2026-06-06,5,1,2,1,95.85,42.07,0.15,95.85,14.38,81.47,42.07,39.4,0.4836
9920,106582,2026-06-06,2,3,4,1,116.92,46.55,0.1,116.92,11.69,105.23,46.55,58.68,0.5576
10015,106644,2026-06-06,15,1,4,1,61.02,23.31,0.0,61.02,0.0,61.02,23.31,37.71,0.618
13086,108656,2026-06-06,3,5,1,2,55.86,21.18,0.15,111.72,16.76,94.96,42.36,52.6,0.5539
13407,108863,2026-06-06,10,2,4,1,61.54,24.58,0.1,61.54,6.15,55.39,24.58,30.81,0.5562
15034,109913,2026-06-06,15,1,4,3,62.13,23.06,0.0,186.39,0.0,186.39,69.18,117.21,0.6288
15035,109913,2026-06-06,7,1,4,1,50.27,18.88,0.15,50.27,7.54,42.73,18.88,23.85,0.5582
16381,110811,2026-06-06,7,2,2,2,49.23,18.52,0.1,98.46,9.85,88.61,37.04,51.57,0.582
16385,110814,2026-06-06,5,1,4,1,95.82,42.81,0.05,95.82,4.79,91.03,42.81,48.22,0.5297
17309,111411,2026-06-06,5,1,3,2,99.85,41.84,0.1,199.7,19.97,179.73,83.68,96.05,0.5344
17663,111638,2026-06-06,2,1,2,2,117.42,47.33,0.1,234.84,23.48,211.36,94.66,116.7,0.5521
17664,111638,2026-06-06,4,1,2,1,91.9,34.63,0.05,91.9,4.6,87.3,34.63,52.67,0.6033
18169,111982,2026-06-06,8,1,4,1,52.45,20.33,0.1,52.45,5.25,47.2,20.33,26.87,0.5693
18170,111982,2026-06-06,1,1,4,1,68.57,28.13,0.05,68.57,3.43,65.14,28.13,37.01,0.5682
18171,111982,2026-06-06,12,1,4,1,86.27,29.95,0.15,86.27,12.94,73.33,29.95,43.38,0.5916
18583,112246,2026-06-06,7,2,2,1,48.8,19.31,0.1,48.8,4.88,43.92,19.31,24.61,0.5603
18704,112330,2026-06-06,12,1,4,1,86.07,28.75,0.1,86.07,8.61,77.46,28.75,48.71,0.6288
19129,112630,2026-06-06,11,5,5,1,43.53,13.57,0.05,43.53,2.18,41.35,13.57,27.78,0.6718
20022,113204,2026-06-06,3,2,3,3,55.85,20.33,0.0,167.55,0.0,167.55,60.99,106.56,0.636
22399,114774,2026-06-06,4,5,5,1,89.88,33.93,0.1,89.88,8.99,80.89,33.93,46.96,0.5805
22604,114913,2026-06-06,1,1,3,1,69.91,28.14,0.0,69.91,0.0,69.91,28.14,41.77,0.5975
22605,114913,2026-06-06,11,1,3,1,45.42,14.16,0.15,45.42,6.81,38.61,14.16,24.45,0.6333
942,100625,2026-06-07,13,3,3,2,58.29,21.01,0.05,116.58,5.83,110.75,42.02,68.73,0.6206
943,100625,2026-06-07,7,3,3,1,48.96,19.52,0.0,48.96,0.0,48.96,19.52,29.44,0.6013
1078,100716,2026-06-07,10,4,4,1,66.15,25.08,0.05,66.15,3.31,62.84,25.08,37.76,0.6009
2251,101509,2026-06-07,7,1,5,4,46.94,19.36,0.05,187.76,9.39,178.37,77.44,100.93,0.5658
4007,102656,2026-06-07,4,5,4,1,87.67,33.57,0.1,87.67,8.77,78.9,33.57,45.33,0.5745
5408,103596,2026-06-07,15,2,1,1,55.8,24.05,0.1,55.8,5.58,50.22,24.05,26.17,0.5211
12183,108068,2026-06-07,11,3,2,1,43.82,13.62,0.0,43.82,0.0,43.82,13.62,30.2,0.6892
15028,109910,2026-06-07,7,2,1,4,48.98,19.23,0.1,195.92,19.59,176.33,76.92,99.41,0.5638
15866,110460,2026-06-07,8,3,4,1,50.25,21.17,0.05,50.25,2.51,47.74,21.17,26.57,0.5566
16716,111021,2026-06-07,6,5,2,2,83.04,33.8,0.1,166.08,16.61,149.47,67.6,81.87,0.5477
18732,112353,2026-06-07,8,2,4,1,51.53,20.36,0.0,51.53,0.0,51.53,20.36,31.17,0.6049
20063,113234,2026-06-07,8,2,4,1,50.81,21.1,0.1,50.81,5.08,45.73,21.1,24.63,0.5386
20814,113734,2026-06-07,1,5,4,1,65.91,27.61,0.1,65.91,6.59,59.32,27.61,31.71,0.5346
21108,113927,2026-06-07,1,2,3,1,65.72,26.57,0.0,65.72,0.0,65.72,26.57,39.15,0.5957
1069,100710,2026-06-08,7,5,5,1,50.99,18.97,0.1,50.99,5.1,45.89,18.97,26.92,0.5866
1070,100710,2026-06-08,14,5,5,1,29.02,10.3,0.15,29.02,4.35,24.67,10.3,14.37,0.5825
2356,101569,2026-06-08,14,2,2,2,31.03,10.82,0.1,62.06,6.21,55.85,21.64,34.21,0.6125
2407,101601,2026-06-08,15,2,5,1,56.99,24.01,0.0,56.99,0.0,56.99,24.01,32.98,0.5787
2408,101601,2026-06-08,11,2,5,2,45.32,13.71,0.05,90.64,4.53,86.11,27.42,58.69,0.6816
3464,102321,2026-06-08,13,3,2,1,59.84,21.22,0.05,59.84,2.99,56.85,21.22,35.63,0.6267
3465,102321,2026-06-08,5,3,2,4,98.48,42.77,0.05,393.92,19.7,374.22,171.08,203.14,0.5428
3672,102455,2026-06-08,3,1,1,2,54.28,20.38,0.1,108.56,10.86,97.7,40.76,56.94,0.5828
4111,102729,2026-06-08,3,1,4,1,55.78,20.34,0.05,55.78,2.79,52.99,20.34,32.65,0.6162
6167,104096,2026-06-08,5,4,5,1,94.84,42.21,0.0,94.84,0.0,94.84,42.21,52.63,0.5549
6168,104096,2026-06-08,10,4,5,1,60.91,25.24,0.0,60.91,0.0,60.91,25.24,35.67,0.5856
6169,104096,2026-06-08,4,4,5,1,93.4,33.92,0.05,93.4,4.67,88.73,33.92,54.81,0.6177
6170,104096,2026-06-08,14,4,5,3,30.08,10.33,0.0,90.24,0.0,90.24,30.99,59.25,0.6566
8351,105534,2026-06-08,1,1,4,1,68.63,26.83,0.15,68.63,10.29,58.34,26.83,31.51,0.5401
8352,105534,2026-06-08,13,1,4,2,55.78,20.97,0.0,111.56,0.0,111.56,41.94,69.62,0.6241
8808,105843,2026-06-08,12,5,2,1,87.93,28.95,0.2,87.93,17.59,70.34,28.95,41.39,0.5884
8893,105904,2026-06-08,13,1,4,1,58.94,21.17,0.1,58.94,5.89,53.05,21.17,31.88,0.6009
8894,105904,2026-06-08,7,1,4,2,47.32,18.78,0.1,94.64,9.46,85.18,37.56,47.62,0.5591
8895,105904,2026-06-08,4,1,4,2,92.42,35.3,0.15,184.84,27.73,157.11,70.6,86.51,0.5506
8896,105904,2026-06-08,3,1,4,2,56.93,21.19,0.15,113.86,17.08,96.78,42.38,54.4,0.5621
11701,107747,2026-06-08,12,2,5,1,82.27,30.14,0.05,82.27,4.11,78.16,30.14,48.02,0.6144
12619,108355,2026-06-08,5,4,4,2,97.51,43.23,0.05,195.02,9.75,185.27,86.46,98.81,0.5333
12620,108355,2026-06-08,9,4,4,1,75.0,30.03,0.05,75.0,3.75,71.25,30.03,41.22,0.5785
13272,108780,2026-06-08,12,2,4,1,87.59,28.73,0.0,87.59,0.0,87.59,28.73,58.86,0.672
13273,108780,2026-06-08,8,2,4,1,52.1,21.11,0.05,52.1,2.61,49.49,21.11,28.38,0.5734
16882,111131,2026-06-08,2,1,2,1,115.6,47.82,0.05,115.6,5.78,109.82,47.82,62.0,0.5646
20560,113562,2026-06-08,13,2,4,1,56.64,20.72,0.1,56.64,5.66,50.98,20.72,30.26,0.5936
20561,113562,2026-06-08,7,2,4,1,47.35,19.22,0.05,47.35,2.37,44.98,19.22,25.76,0.5727
20822,113738,2026-06-08,13,2,5,1,59.6,21.24,0.05,59.6,2.98,56.62,21.24,35.38,0.6249
20855,113761,2026-06-08,12,4,2,1,85.49,30.26,0.0,85.49,0.0,85.49,30.26,55.23,0.646
20856,113761,2026-06-08,3,4,2,1,53.73,20.39,0.0,53.73,0.0,53.73,20.39,33.34,0.6205
20857,113761,2026-06-08,11,4,2,2,41.81,13.55,0.05,83.62,4.18,79.44,27.1,52.34,0.6589
2021,101346,2026-06-09,15,3,4,2,56.13,23.51,0.1,112.26,11.23,101.03,47.02,54.01,0.5346
