id_venda,id_pedido,data_venda,id_produto,id_canal,id_regiao,quantidade,preco_unitario,custo_unitario,desconto_percentual
17515,111547,2026-06-01,7,1,4,3,48.59,19.45,0.15
13750,109085,2025-01-02,12,3,5,1,86.32,28.01,0.05
10517,106959,2026-04-16,14,2,5,1,29.14,10.84,0.1
1820,101214,2025-06-29,1,1,2,2,71.6,25.92,0.05
7462,104958,2025-10-28,14,5,4,1,29.31,10.45,0.15
5625,103731,2025-12-12,8,1,4,1,54.45,20.19,0.0
17816,111737,2025-03-04,9,4,5,1,74.09,27.8,0.05
21763,114375,2024-11-15,2,4,4,1,117.53,44.22,0.05
7065,104696,2024-12-24,15,4,4,1,57.16,22.48,0.0
9343,106191,2025-09-14,14,5,4,2,28.31,10.08,0.15
12337,108170,2025-06-28,12,1,2,1,80.89,29.11,0.05
4670,103100,2024-04-25,11,5,4,2,45.32,12.27,0.2
9429,106248,2025-02-13,1,3,4,1,70.02,25.49,0.1
5477,103637,2025-06-22,15,5,4,1,62.28,22.06,0.15
22583,114899,2024-03-11,14,1,4,1,30.55,9.59,0.05
15671,110339,2024-12-04,15,4,4,1,62.15,21.95,0.0
1857,101240,2025-06-05,14,1,4,2,30.65,10.0,0.05
2283,101525,2024-07-02,6,3,4,1,79.96,30.63,0.0
22443,114804,2025-09-28,12,3,4,1,85.52,28.8,0.1
13393,108853,2024-06-21,4,1,4,1,93.46,31.91,0.1
6440,104271,2026-03-09,14,4,5,1,29.75,10.7,0.05
6032,104003,2026-08-25,9,4,5,1,72.74,29.6,0.0
387,100248,2025-06-23,13,3,4,1,60.75,20.12,0.05
1629,101087,2024-11-28,9,4,4,1,77.6,27.44,0.0
11778,107801,2025-10-08,14,1,2,1,30.46,10.49,0.1
21143,113952,2024-03-14,4,1,4,1,88.89,31.6,0.05
22015,114530,2026-05-04,13,2,5,1,59.31,20.6,0.1
13852,109149,2025-10-27,9,3,5,3,76.94,29.55,0.0
7719,105121,2026-06-03,4,3,1,1,88.46,34.53,0.1
7545,105012,2026-06-19,8,1,3,1,53.49,20.81,0.0
11382,107538,2026-03-23,4,2,1,1,89.81,35.11,0.05
4659,103091,2025-07-07,10,5,5,1,64.81,23.09,0.2
12498,108270,2024-06-25,15,5,2,1,60.01,21.0,0.05
9102,106028,2025-03-18,12,4,4,2,85.48,28.49,0.0
10059,106676,2026-06-11,7,2,4,2,50.66,19.03,0.0
1843,101231,2025-03-14,4,4,3,3,86.67,32.86,0.0
18882,112461,2026-08-30,11,2,5,2,45.85,13.79,0.0
16586,110938,2026-04-20,14,1,4,2,29.06,10.62,0.1
3869,102565,2024-07-07,12,4,2,1,88.26,27.1,0.05
5055,103368,2025-03-17,9,4,4,1,74.86,29.27,0.0
5890,103902,2026-06-13,13,2,4,2,58.43,21.8,0.05
14377,109481,2025-07-16,1,3,2,1,68.01,26.87,0.1
19087,112603,2025-09-05,12,3,2,2,86.0,28.95,0.05
21669,114307,2025-05-23,15,2,2,2,58.36,22.55,0.05
16716,111021,2026-06-07,6,5,2,2,83.04,33.8,0.1
3809,102529,2026-04-11,1,5,4,1,69.52,27.77,0.05
20605,113594,2025-05-04,7,1,4,3,47.73,17.91,0.15
936,100621,2025-10-02,7,4,4,1,48.54,17.91,0.0
10652,107044,2025-01-31,2,2,5,2,123.48,45.05,0.1
1775,101183,2024-02-02,1,2,1,1,70.9,24.01,0.05
20272,113381,2026-05-02,5,1,5,3,99.04,43.0,0.0
3745,102494,2025-12-20,7,1,2,2,50.97,18.45,0.05
17374,111458,2025-10-20,5,2,4,1,100.62,41.94,0.05
5444,103619,2025-01-25,12,1,1,1,86.69,27.68,0.15
20821,113737,2025-05-04,2,1,1,2,123.9,45.06,0.15
13970,109222,2026-05-14,1,3,2,1,71.29,26.64,0.05
1876,101251,2024-11-26,11,3,2,1,45.62,12.82,0.1
3761,102501,2025-12-09,5,2,2,1,97.58,42.0,0.0
21285,114048,2025-06-04,9,5,3,1,71.29,28.85,0.2
3053,102039,2024-01-31,1,1,4,1,70.15,23.79,0.1
13655,109023,2025-05-28,5,4,4,3,97.74,39.55,0.05
13147,108696,2026-03-07,9,1,3,1,75.19,30.3,0.05
21305,114061,2025-09-16,13,3,4,1,59.83,20.89,0.05
4616,103063,2025-02-26,3,2,3,1,54.33,19.49,0.05
15813,110426,2024-11-18,2,1,2,1,120.22,44.79,0.15
3322,102222,2026-03-29,8,2,4,1,54.07,19.84,0.05
20682,113645,2024-03-01,5,2,2,3,103.38,37.78,0.0
3312,102214,2025-12-14,14,5,1,1,31.04,10.51,0.1
20144,113293,2024-10-17,12,2,2,1,87.26,26.64,0.0
20062,113233,2025-02-08,4,4,4,1,86.48,32.33,0.05
20264,113375,2025-03-31,3,5,3,1,56.14,19.74,0.05
12744,108438,2025-10-25,2,4,5,1,117.65,45.87,0.0
12872,108520,2024-01-30,2,5,4,1,121.22,43.25,0.1
11596,107683,2025-11-02,10,2,4,1,65.75,23.47,0.1
8211,105438,2025-01-07,2,4,5,1,122.48,43.52,0.0
11432,107567,2025-10-13,12,4,5,1,84.02,28.69,0.0
17741,111687,2025-01-25,11,4,4,1,43.09,12.92,0.05
16019,110555,2025-06-01,12,3,5,1,79.44,29.07,0.0
1518,101006,2026-05-03,1,2,4,1,65.19,27.75,0.0
21662,114304,2026-04-02,3,4,2,1,55.56,20.73,0.05
4493,102978,2026-02-24,5,4,4,1,93.63,40.66,0.0
3113,102080,2024-08-02,12,2,4,1,86.77,27.11,0.05
16567,110926,2025-06-04,3,3,4,1,55.42,19.81,0.0
16295,110749,2024-11-14,1,2,4,1,72.69,25.47,0.0
11835,107839,2025-04-12,4,5,4,3,91.92,33.1,0.05
2867,101920,2024-12-09,15,2,2,4,55.78,21.97,0.05
856,100567,2024-04-19,12,3,4,2,85.8,27.31,0.0
20943,113820,2025-06-22,14,1,4,1,29.05,10.34,0.0
4913,103268,2025-06-25,15,1,5,1,62.19,22.77,0.0
13861,109155,2026-06-12,14,1,4,2,29.8,10.84,0.05
5464,103630,2026-06-21,10,4,4,1,60.95,24.69,0.0
18185,111994,2026-01-27,3,1,2,3,57.09,20.43,0.1
5483,103641,2025-12-02,14,5,5,3,29.3,10.46,0.2
12606,108350,2025-11-22,11,1,2,1,45.34,14.0,0.0
20819,113737,2025-05-04,9,1,1,1,75.4,29.52,0.15
18353,112105,2024-10-24,1,2,4,1,69.11,24.94,0.05
3829,102540,2025-05-14,14,1,4,1,30.81,10.2,0.0
20593,113585,2025-02-02,11,1,1,2,46.48,12.91,0.0
4698,103120,2025-09-20,4,1,4,1,89.65,32.91,0.15
15201,110027,2025-04-24,11,3,4,4,42.67,13.23,0.0
4988,103320,2026-08-24,10,2,4,1,67.47,24.96,0.0
4651,103086,2024-11-08,8,3,3,1,52.11,19.68,0.05
17544,111564,2025-09-07,12,1,4,1,81.86,29.22,0.1
17710,111663,2025-08-26,12,1,2,1,79.78,29.01,0.05
10289,106825,2024-12-20,7,5,2,1,50.85,17.23,0.2
6797,104513,2024-03-29,2,2,5,2,120.48,41.82,0.05
5809,103848,2026-04-22,8,4,3,1,54.85,20.12,0.0
17840,111753,2024-08-24,14,1,5,1,28.91,9.57,0.15
5411,103598,2025-04-05,7,5,4,1,47.96,17.96,0.1
8334,105523,2025-03-09,11,4,4,1,46.07,13.23,0.05
2801,101877,2025-11-05,7,3,4,1,50.38,18.27,0.0
9837,106521,2026-08-30,6,5,4,1,81.07,34.6,0.2
10333,106849,2025-04-12,13,3,2,3,56.89,20.64,0.1
12729,108427,2025-01-08,1,3,4,2,70.15,25.64,0.05
22295,114706,2025-08-31,10,4,5,1,60.37,23.72,0.05
13779,109103,2026-05-05,2,1,3,1,116.42,46.85,0.1
7816,105182,2026-01-21,13,1,2,2,59.48,20.55,0.0
4379,102898,2024-11-10,12,1,5,2,85.83,27.21,0.15
8922,105921,2025-09-19,11,5,5,1,43.25,13.21,0.15
6717,104460,2025-04-29,11,1,2,1,45.26,13.26,0.0
2262,101514,2025-02-20,7,1,4,2,50.58,17.91,0.0
7430,104939,2024-11-21,3,1,2,1,51.09,19.13,0.15
9303,106163,2024-12-05,12,1,4,2,87.02,26.89,0.1
21601,114264,2024-11-26,1,2,1,1,69.81,25.5,0.0
11191,107401,2025-03-10,13,4,4,1,60.97,20.06,0.0
18779,112384,2024-04-26,9,1,3,1,75.8,27.39,0.15
17570,111581,2025-12-12,6,3,4,1,80.69,33.11,0.05
2008,101339,2025-09-27,2,4,4,1,114.98,44.73,0.05
194,100123,2025-04-19,3,2,2,1,51.64,20.14,0.0
13804,109117,2024-06-15,9,4,1,2,75.37,27.11,0.0
21512,114203,2025-09-10,11,2,5,1,46.13,13.78,0.05
8771,105816,2026-01-15,15,1,4,1,57.71,22.98,0.15
16301,110754,2025-04-05,4,1,4,1,90.82,32.48,0.15
772,100508,2026-06-11,13,2,2,1,61.24,21.52,0.0
10588,107003,2024-12-24,10,1,5,1,61.31,23.51,0.1
17863,111767,2026-08-19,5,2,3,1,101.66,43.82,0.05
18231,112026,2024-10-18,9,3,4,1,71.49,28.23,0.05
12467,108253,2024-08-29,2,1,5,1,117.51,42.01,0.05
20417,113470,2025-12-27,5,2,2,1,103.39,41.17,0.05
14869,109803,2024-01-24,5,2,2,2,93.13,37.33,0.05
14568,109609,2025-12-09,4,1,1,1,92.32,34.22,0.1
16790,111071,2025-02-23,11,3,2,1,46.23,13.22,0.05
22437,114801,2025-05-08,7,3,2,1,47.57,18.56,0.05
10089,106696,2025-07-08,9,2,3,1,71.69,28.78,0.0
16911,111148,2026-02-11,9,4,4,1,76.51,29.77,0.05
6318,104188,2025-09-19,8,1,3,1,50.3,20.02,0.0
11852,107849,2026-01-07,14,1,4,1,29.91,10.43,0.05
6582,104375,2025-07-23,5,5,3,1,95.04,40.77,0.1
1448,100958,2025-08-01,6,3,4,2,81.38,33.11,0.05
343,100219,2024-05-18,14,1,4,2,28.03,9.76,0.15
13320,108804,2024-10-19,12,5,3,1,79.94,26.71,0.05
11329,107502,2024-12-09,12,2,3,3,80.05,28.29,0.05
17112,111278,2025-09-27,6,2,2,1,76.42,31.77,0.1
9169,106066,2025-03-12,13,1,4,1,61.04,20.41,0.05
21675,114311,2026-05-19,5,3,5,3,103.73,43.28,0.0
7369,104893,2025-09-29,3,1,4,1,56.49,20.28,0.1
2045,101359,2025-12-20,13,1,4,1,59.59,20.15,0.1
7157,104752,2024-01-14,6,4,4,2,77.8,30.09,0.0
16289,110744,2025-09-10,11,5,4,2,46.09,13.59,0.05
7852,105206,2024-04-24,4,3,5,2,88.37,32.0,0.1
10179,106753,2025-12-02,10,3,3,1,65.08,24.17,0.1
12133,108037,2025-09-18,15,4,4,2,57.45,22.13,0.0
13616,108995,2025-07-23,13,1,2,1,59.99,19.89,0.05
17733,111680,2026-08-04,12,1,4,1,86.29,29.78,0.15
17045,111235,2026-04-26,8,1,2,3,54.41,20.76,0.0
1493,100989,2024-07-08,15,1,1,4,60.45,21.65,0.05
779,100510,2025-01-06,11,1,2,1,44.23,13.39,0.15
9886,106556,2025-11-30,2,3,5,4,123.22,46.9,0.05
18864,112444,2026-03-08,3,1,4,1,55.64,20.39,0.05
9278,106146,2026-08-29,1,1,5,2,65.67,27.85,0.1
2525,101682,2026-08-04,12,2,4,1,86.55,30.31,0.0
5375,103576,2026-03-22,3,2,2,2,52.73,21.02,0.05
19583,112917,2025-02-01,2,1,1,3,115.47,43.96,0.1
21754,114369,2025-10-03,7,5,2,1,48.19,18.24,0.05
16233,110703,2024-08-28,9,3,2,1,70.01,28.15,0.1
14850,109792,2025-07-02,13,2,2,1,60.44,19.98,0.0
17372,111456,2025-05-28,13,2,5,2,57.07,20.52,0.1
8260,105470,2026-03-25,9,1,2,2,75.86,29.42,0.15
20467,113501,2025-12-18,9,2,4,1,70.03,30.08,0.05
41,100028,2024-04-25,2,4,1,3,122.08,43.22,0.05
11241,107434,2024-11-14,6,4,5,1,83.06,32.05,0.0
18147,111971,2025-12-25,1,2,4,1,65.28,26.35,0.1
20828,113742,2026-01-03,1,5,4,1,70.77,26.52,0.15
14425,109517,2024-06-07,9,1,2,1,75.82,28.0,0.1
11640,107707,2024-12-24,7,2,2,2,48.07,17.54,0.1
6817,104527,2025-10-16,8,1,4,3,49.21,19.8,0.05
22186,114636,2026-03-12,14,5,4,1,29.88,10.49,0.2
20607,113596,2024-12-16,11,2,5,2,44.64,13.43,0.1
10705,107085,2026-08-01,6,2,4,2,82.68,33.44,0.0
19108,112616,2024-12-14,9,4,4,1,76.51,28.12,0.05
14141,109332,2025-10-26,1,5,5,1,65.34,25.9,0.2
1461,100968,2025-04-07,14,5,4,1,30.34,9.99,0.15
21125,113938,2025-08-02,13,4,4,1,57.98,20.52,0.0
4494,102979,2026-06-17,11,3,5,2,45.85,13.94,0.0
20016,113199,2026-05-04,7,3,1,1,49.4,19.26,0.0
13075,108650,2024-02-16,1,3,4,1,68.45,25.11,0.0
17916,111810,2026-08-20,8,1,3,1,51.55,20.53,0.0
13687,109042,2026-01-12,12,5,2,1,85.07,28.6,0.1
13948,109210,2025-05-17,11,1,1,1,45.79,13.46,0.0
11003,107283,2026-08-28,2,1,3,1,121.9,46.95,0.05
15433,110176,2025-04-02,10,3,5,2,60.83,22.92,0.05
7231,104800,2026-01-25,7,1,4,1,49.13,18.47,0.15
15687,110351,2024-11-04,14,3,1,2,29.2,10.04,0.0
10413,106899,2026-07-08,14,1,4,1,29.87,10.7,0.15
5076,103386,2024-11-01,11,2,4,4,44.36,12.92,0.1
9642,106391,2025-01-23,12,3,4,1,81.28,27.81,0.05
21095,113918,2024-11-04,3,3,2,1,55.31,18.79,0.1
20967,113833,2025-01-12,14,4,4,1,28.49,9.94,0.05
4089,102715,2024-12-27,5,3,5,2,97.72,39.08,0.1
18352,112105,2024-10-24,11,2,4,1,44.02,12.81,0.1
21406,114127,2026-02-03,11,4,1,1,42.01,14.04,0.05
14950,109855,2026-03-30,5,4,2,1,102.01,43.14,0.05
4250,102814,2025-04-28,12,4,5,1,83.98,27.9,0.05
16808,111081,2025-08-23,2,1,5,1,117.85,45.14,0.1
21954,114493,2026-02-04,10,5,1,1,62.9,24.24,0.05
10097,106702,2025-11-23,9,2,5,2,74.75,29.72,0.05
22210,114649,2026-01-01,10,4,5,2,67.4,23.44,0.05
12110,108023,2025-02-13,3,5,5,1,56.44,19.51,0.05
6143,104081,2025-08-16,7,3,2,1,51.58,18.57,0.0
5662,103757,2025-02-20,1,3,4,2,66.79,26.44,0.1
13971,109223,2026-05-18,3,2,5,1,52.35,20.16,0.05
15038,109916,2025-07-27,10,1,4,1,62.05,23.83,0.05
9032,105984,2026-07-02,5,2,3,2,100.62,43.63,0.05
2660,101780,2025-12-02,13,2,5,1,60.86,21.02,0.0
142,100091,2025-04-16,6,1,2,1,80.69,31.73,0.0
2598,101739,2024-06-23,13,5,4,1,60.35,19.06,0.05
6702,104449,2026-05-03,4,5,2,1,86.29,34.29,0.05
15224,110047,2026-05-29,4,3,5,2,92.17,35.31,0.0
17762,111703,2024-09-20,1,1,4,1,69.5,25.52,0.15
22649,114940,2026-01-02,9,5,2,4,73.67,29.51,0.1
7419,104931,2025-03-19,12,4,1,1,79.51,27.33,0.05
17523,111551,2025-05-28,5,4,5,1,93.24,40.38,0.05
10450,106921,2026-02-21,4,1,4,1,90.78,34.54,0.15
18172,111983,2026-03-07,2,5,5,1,122.21,46.33,0.05
12131,108036,2024-12-20,14,4,3,3,29.5,9.72,0.05
20457,113494,2025-05-24,12,4,2,1,79.09,27.98,0.05
16844,111106,2024-01-06,3,2,3,1,52.76,18.04,0.1
16014,110552,2026-05-02,3,1,2,1,54.67,20.77,0.05
8180,105416,2024-10-02,9,1,3,1,71.9,27.94,0.05
11566,107662,2024-12-11,15,4,1,2,56.21,22.0,0.05
17333,111427,2024-06-20,15,5,4,1,59.21,21.63,0.1
9529,106317,2024-06-19,6,3,4,2,75.9,31.25,0.05
6371,104224,2025-06-11,6,3,5,1,81.66,32.53,0.1
4629,103072,2025-07-04,1,5,2,2,70.98,25.82,0.05
14479,109551,2026-03-16,6,1,4,1,81.12,32.6,0.0
442,100285,2025-11-26,11,5,4,4,42.07,13.87,0.05
9795,106491,2025-03-27,4,3,3,1,83.64,33.53,0.0
9047,105991,2025-02-23,13,3,5,1,57.76,20.4,0.0
3831,102542,2025-04-05,12,1,4,3,85.49,27.27,0.1
21697,114327,2024-06-17,8,3,4,2,52.01,18.82,0.05
6345,104208,2024-10-14,11,4,4,1,44.01,12.84,0.0
21322,114072,2024-03-01,5,3,4,1,101.5,38.52,0.05
1959,101306,2024-02-05,15,2,4,1,56.32,20.76,0.05
156,100098,2025-05-08,4,2,2,2,85.27,32.01,0.1
10488,106942,2024-02-22,10,3,5,1,65.68,21.56,0.0
21055,113890,2025-06-21,15,2,4,1,56.83,22.58,0.0
4579,103040,2026-02-18,7,1,2,1,47.91,19.24,0.1
1090,100725,2026-02-28,11,1,5,2,43.37,14.06,0.1
12577,108331,2024-11-03,15,1,4,4,62.22,21.19,0.1
9123,106041,2024-02-14,1,4,4,2,71.44,24.72,0.0
7951,105264,2025-07-30,4,1,4,1,86.15,32.69,0.15
11102,107343,2025-02-08,2,2,2,2,118.7,43.8,0.0
18059,111911,2026-08-01,6,5,4,1,81.09,34.02,0.1
22206,114648,2024-06-09,4,3,1,1,86.02,31.71,0.1
6417,104257,2026-03-20,8,1,4,2,50.06,20.84,0.0
16022,110556,2024-03-23,9,1,4,1,70.83,27.67,0.15
9088,106019,2024-03-06,3,4,5,2,55.66,19.08,0.0
11440,107575,2024-04-09,2,3,2,1,118.58,43.13,0.1
18711,112336,2025-08-25,5,4,4,1,100.06,40.92,0.05
7097,104715,2025-02-24,12,1,4,1,83.12,27.24,0.0
1099,100732,2025-09-29,3,5,4,1,53.24,20.56,0.05
5434,103610,2026-02-27,5,3,5,1,93.1,40.72,0.1
13231,108752,2024-08-19,11,4,5,2,43.25,12.73,0.05
6451,104279,2025-11-04,7,2,4,1,49.93,18.43,0.0
12329,108165,2026-05-14,2,1,4,1,118.64,46.24,0.05
10786,107140,2024-04-07,9,5,2,2,73.72,27.9,0.1
18100,111940,2026-03-23,2,3,4,3,112.16,46.3,0.05
3349,102245,2025-11-07,13,2,1,2,57.16,20.8,0.0
4080,102709,2024-03-29,4,4,4,3,85.71,30.77,0.05
9178,106073,2025-02-25,5,3,4,2,98.45,39.93,0.1
22043,114546,2024-12-10,8,1,5,1,50.22,19.84,0.1
588,100385,2024-08-13,12,4,2,2,80.73,26.53,0.0
9347,106193,2024-10-31,2,2,2,1,113.45,42.57,0.1
13270,108778,2024-02-29,7,1,2,1,51.16,17.16,0.0
13538,108944,2025-02-21,2,5,4,2,112.37,44.08,0.15
20280,113385,2026-05-21,12,2,4,2,82.18,28.94,0.0
10965,107256,2024-11-14,15,3,4,1,62.14,21.74,0.05
22233,114667,2025-10-09,6,1,4,1,76.64,31.57,0.0
13676,109036,2024-07-09,13,1,4,3,61.82,19.02,0.0
19375,112782,2025-06-23,12,5,4,1,83.27,28.38,0.15
16300,110753,2026-05-16,10,1,4,1,63.94,25.03,0.15
646,100423,2026-08-05,5,5,3,1,95.27,43.84,0.1
11750,107781,2024-11-06,15,2,2,1,56.61,21.22,0.05
9588,106358,2025-12-06,1,1,3,1,65.73,27.55,0.15
16649,110976,2024-12-31,4,1,4,1,90.03,32.22,0.1
11740,107775,2025-10-27,12,3,4,2,82.44,28.06,0.1
15037,109915,2026-02-24,13,1,2,2,57.39,21.24,0.1
227,100143,2024-07-04,13,1,1,1,61.72,19.04,0.05
3865,102563,2025-12-10,13,1,3,2,59.58,20.46,0.05
10593,107005,2026-04-21,2,3,4,3,112.22,47.63,0.05
21260,114027,2024-10-16,15,4,2,1,59.36,22.32,0.05
22548,114879,2024-09-12,12,2,5,2,79.77,26.79,0.1
16155,110652,2025-05-25,7,2,4,1,49.57,17.67,0.0
8439,105593,2024-10-20,14,5,4,1,28.77,9.76,0.15
1530,101015,2025-12-13,13,3,2,2,59.29,21.26,0.05
20668,113634,2024-06-02,13,1,4,1,61.98,19.15,0.0
924,100611,2026-06-06,11,3,4,1,42.06,14.27,0.0
20240,113356,2024-08-16,11,5,4,1,45.99,13.23,0.2
17054,111240,2025-02-08,5,3,4,1,99.94,39.14,0.05
19989,113184,2026-06-22,4,2,2,2,91.8,34.26,0.05
10103,106705,2024-03-03,3,1,2,1,56.6,18.81,0.0
7184,104768,2024-03-28,15,1,4,1,56.9,21.09,0.15
12151,108048,2026-05-29,4,1,4,1,88.97,33.53,0.15
21549,114227,2026-07-31,15,2,5,1,57.19,23.98,0.0
2592,101734,2026-05-04,5,3,4,2,99.95,43.36,0.0
5907,103916,2025-03-18,5,5,5,2,97.41,39.15,0.05
11206,107410,2025-09-03,5,2,4,1,93.03,41.19,0.1
7134,104738,2024-10-03,11,5,5,3,46.18,13.33,0.05
2308,101539,2024-05-07,1,3,2,1,71.34,25.09,0.05
17072,111251,2026-02-06,13,4,4,2,58.29,20.46,0.05
14204,109370,2026-01-17,13,4,4,3,57.97,20.43,0.0
613,100400,2025-06-06,11,1,4,1,46.18,12.97,0.15
19585,112917,2025-02-01,15,1,1,1,57.39,22.38,0.05
11169,107386,2024-09-02,8,2,5,1,53.24,19.58,0.0
6630,104406,2025-07-23,6,1,4,1,79.3,32.5,0.1
4136,102744,2025-02-24,13,5,4,1,56.55,19.88,0.1
1899,101266,2026-02-07,10,2,4,3,61.84,23.76,0.0
13938,109204,2024-04-30,6,4,4,1,75.77,30.52,0.05
283,100178,2026-04-16,11,1,4,1,42.11,13.83,0.15
259,100163,2025-05-25,8,3,5,1,53.49,19.18,0.05
11117,107351,2025-03-10,12,2,4,1,80.18,27.46,0.0
22132,114603,2025-12-06,15,3,5,1,57.92,23.16,0.0
4944,103291,2025-01-22,4,4,2,1,90.62,33.15,0.05
19207,112673,2024-03-25,14,2,4,1,28.53,9.33,0.1
14722,109709,2024-12-26,2,2,5,1,117.32,43.26,0.05
11532,107639,2024-10-24,3,2,3,2,53.6,19.03,0.05
19910,113131,2024-08-13,15,4,1,2,58.35,21.65,0.05
6972,104635,2024-08-17,12,2,5,1,82.49,27.96,0.1
14890,109817,2025-02-24,2,5,5,1,112.83,45.49,0.05
13522,108936,2026-03-18,4,4,5,1,88.65,33.88,0.0
5224,103482,2026-06-29,7,1,4,2,46.81,19.47,0.15
2286,101527,2024-10-08,5,5,2,2,100.54,40.52,0.1
8079,105350,2024-05-16,9,1,5,1,77.66,26.68,0.0
6711,104456,2024-07-25,11,2,3,1,45.16,12.95,0.05
22019,114532,2026-01-04,7,5,5,4,51.51,18.12,0.05
10404,106893,2026-03-18,9,4,4,2,71.13,30.62,0.05
476,100306,2024-01-12,5,5,4,1,100.44,38.11,0.1
18940,112499,2024-12-15,13,2,4,1,60.98,20.11,0.0
16392,110819,2024-08-26,12,5,2,3,88.04,26.47,0.05
6412,104254,2024-10-08,1,2,4,1,72.38,26.0,0.0
2552,101704,2025-06-16,15,1,3,1,61.82,22.97,0.1
6853,104552,2025-11-22,3,3,4,1,53.08,19.81,0.05
5547,103681,2024-07-08,5,1,3,1,101.71,38.36,0.1
13490,108915,2024-08-28,2,1,4,1,124.33,42.45,0.15
18811,112403,2025-07-30,10,2,4,1,63.56,23.07,0.05
20555,113558,2024-07-07,8,1,2,1,53.87,18.59,0.0
18659,112298,2025-11-28,4,4,1,1,85.93,34.29,0.05
9204,106092,2025-09-29,13,3,3,3,59.59,20.37,0.0
17962,111843,2024-05-06,10,1,5,1,67.33,21.72,0.15
10184,106756,2024-04-30,8,2,4,3,52.77,18.72,0.1
13566,108963,2026-03-14,15,2,4,4,59.01,22.68,0.05
16281,110737,2024-04-23,9,2,5,1,77.45,27.15,0.0
20930,113811,2026-06-19,13,2,4,2,58.14,20.62,0.0
7194,104776,2024-12-15,2,4,4,2,119.4,44.7,0.05
18490,112186,2026-02-26,14,2,4,1,30.25,10.67,0.1
6824,104532,2026-02-27,9,2,3,1,69.88,29.41,0.0
21934,114479,2024-09-30,15,2,4,1,59.21,21.19,0.0
782,100512,2024-11-16,13,2,4,1,55.77,19.84,0.05
14940,109848,2024-11-30,11,2,4,2,43.72,12.97,0.0
18134,111961,2024-01-24,3,2,2,1,51.71,18.2,0.1
10984,107269,2024-02-18,9,3,4,1,76.49,27.44,0.0
6520,104328,2024-02-20,10,2,4,1,61.18,21.49,0.0
5775,103827,2025-10-06,7,5,4,2,46.83,18.77,0.15
13172,108711,2026-08-31,12,2,5,2,87.79,28.91,0.1
9284,106150,2025-04-25,12,1,5,1,79.93,28.35,0.0
9370,106210,2025-04-25,12,1,4,1,84.91,28.64,0.15
21819,114409,2024-09-15,7,2,3,1,50.11,17.66,0.1
18709,112335,2025-10-16,8,2,5,1,53.82,20.49,0.1
10272,106815,2025-12-24,5,3,4,1,98.75,41.48,0.05
5056,103369,2026-05-03,8,2,1,2,52.87,20.5,0.05
10801,107151,2024-04-20,8,4,4,1,54.23,18.32,0.0
21651,114298,2025-10-11,11,2,4,2,46.36,13.18,0.05
1728,101152,2024-04-19,13,1,4,1,58.55,18.91,0.1
16995,111203,2024-07-04,5,1,4,1,97.28,39.04,0.1
16010,110549,2024-09-26,1,3,3,1,71.42,25.59,0.1
4667,103097,2025-08-27,8,5,5,1,53.81,19.76,0.05
8536,105655,2025-09-05,4,5,2,2,89.44,34.07,0.15
3751,102497,2025-04-19,13,4,4,1,56.17,20.47,0.0
12925,108555,2024-11-11,2,4,5,1,114.8,43.26,0.0
12723,108424,2024-11-07,14,1,4,1,30.18,9.71,0.15
11408,107555,2025-03-11,8,1,3,2,53.49,19.44,0.05
98,100062,2025-04-11,15,3,3,2,59.27,21.97,0.0
3138,102097,2025-02-03,12,1,1,1,81.14,28.11,0.15
13369,108835,2026-06-28,4,4,5,1,93.04,34.18,0.0
14358,109470,2025-01-10,9,5,5,1,72.54,28.85,0.1
17922,111812,2026-07-30,14,1,4,1,30.22,10.78,0.15
13141,108692,2025-11-09,15,4,5,1,58.42,22.64,0.0
15178,110014,2024-07-19,7,1,2,1,51.38,17.56,0.0
3649,102441,2024-10-15,11,1,3,1,42.94,12.58,0.05
10850,107182,2026-05-17,5,3,2,1,102.73,43.49,0.1
20241,113357,2024-08-20,12,2,5,1,84.69,27.69,0.1
17902,111798,2025-05-22,12,4,3,1,82.03,27.65,0.05
1634,101090,2025-03-16,15,2,1,1,59.6,22.51,0.05
12465,108252,2025-08-07,9,1,4,2,69.97,28.58,0.05
11862,107856,2025-09-19,10,1,1,1,62.17,24.11,0.15
22471,114825,2024-08-07,11,1,2,1,46.64,12.99,0.15
18475,112177,2024-12-03,9,3,4,1,71.18,28.46,0.0
6172,104097,2026-05-15,1,1,3,1,71.86,28.04,0.0
7522,104997,2026-03-23,11,3,4,1,42.94,13.39,0.1
573,100373,2024-11-28,10,3,5,1,61.63,22.33,0.1
9880,106553,2025-02-02,12,2,4,1,84.12,28.12,0.05
21723,114344,2026-06-27,7,2,4,2,47.3,18.91,0.1
19447,112834,2026-08-31,13,1,4,1,56.6,21.23,0.15
598,100392,2026-04-26,14,1,1,1,30.11,10.21,0.15
15353,110135,2026-07-05,13,1,4,2,61.58,21.56,0.1
7346,104878,2024-01-20,8,3,4,2,50.47,18.05,0.1
6305,104179,2026-07-19,7,1,2,1,50.18,19.01,0.1
22147,114611,2024-11-27,15,2,5,1,60.95,21.4,0.0
16377,110809,2025-08-18,11,1,2,1,43.11,13.41,0.05
21809,114402,2026-03-07,14,3,4,3,28.98,10.76,0.0
18323,112084,2025-04-27,15,1,3,1,56.46,21.67,0.0
1754,101170,2025-07-21,9,2,3,3,73.28,28.24,0.1
20055,113227,2024-09-08,3,4,3,2,54.02,19.58,0.0
