id_orcamento,mes_referencia,id_produto,id_canal,id_regiao,quantidade_orcada,receita_orcada,custo_orcado,margem_orcada
8454,2026-08-01,4,1,3,1,75.37,31.14,44.23
8455,2026-08-01,4,1,4,6,495.83,210.98,284.85
8456,2026-08-01,4,1,5,3,213.65,96.41,117.24
8457,2026-08-01,4,2,1,3,277.65,107.43,170.22
8458,2026-08-01,4,2,2,1,83.24,34.74,48.5
8459,2026-08-01,4,2,3,1,81.56,34.86,46.7
8460,2026-08-01,4,2,4,8,691.1,284.09,407.01
8461,2026-08-01,4,2,5,3,231.68,98.42,133.26
8462,2026-08-01,4,3,1,1,89.64,36.91,52.73
8463,2026-08-01,4,3,4,6,493.49,195.33,298.16
8464,2026-08-01,4,4,2,2,191.01,77.51,113.5
8465,2026-08-01,4,4,3,4,359.67,150.2,209.47
8466,2026-08-01,4,4,4,1,92.4,34.71,57.69
8467,2026-08-01,4,4,5,1,93.79,37.11,56.68
8468,2026-08-01,4,5,1,1,76.03,36.08,39.95
8469,2026-08-01,4,5,2,6,475.05,211.17,263.88
8470,2026-08-01,4,5,3,1,71.8,32.5,39.3
8471,2026-08-01,4,5,4,4,259.85,124.98,134.87
8472,2026-08-01,4,5,5,1,76.3,29.98,46.32
8473,2026-08-01,5,1,1,1,97.9,42.89,55.01
8474,2026-08-01,5,1,3,1,88.37,39.73,48.64
8475,2026-08-01,5,1,4,10,860.86,408.95,451.91
8476,2026-08-01,5,1,5,4,331.21,153.3,177.91
8477,2026-08-01,5,2,1,3,276.47,133.36,143.11
8478,2026-08-01,5,2,2,5,492.32,214.37,277.95
8479,2026-08-01,5,2,3,1,96.38,43.95,52.43
8480,2026-08-01,5,2,4,7,722.74,300.53,422.21
8481,2026-08-01,5,2,5,6,552.9,250.01,302.89
8482,2026-08-01,5,3,1,3,349.34,145.23,204.11
8483,2026-08-01,5,3,2,2,192.39,90.94,101.45
8484,2026-08-01,5,3,3,2,208.84,86.27,122.57
8485,2026-08-01,5,3,4,6,529.28,242.71,286.57
8486,2026-08-01,5,4,1,1,108.08,49.02,59.06
8487,2026-08-01,5,4,2,1,98.54,47.9,50.64
8488,2026-08-01,5,4,4,3,308.33,133.87,174.46
8489,2026-08-01,5,4,5,1,95.52,43.94,51.58
8490,2026-08-01,5,5,1,1,94.64,43.35,51.29
8491,2026-08-01,5,5,2,1,83.94,44.31,39.63
8492,2026-08-01,5,5,3,2,149.54,77.67,71.87
8493,2026-08-01,5,5,4,7,632.24,311.86,320.38
8494,2026-08-01,6,1,1,2,137.05,63.58,73.47
8495,2026-08-01,6,1,2,3,222.53,93.94,128.59
8496,2026-08-01,6,1,4,4,294.1,141.03,153.07
8497,2026-08-01,6,1,5,2,141.27,61.96,79.31
8498,2026-08-01,6,2,1,2,161.86,67.89,93.97
8499,2026-08-01,6,2,3,3,214.28,99.69,114.59
8500,2026-08-01,6,2,4,7,514.19,225.16,289.03
8501,2026-08-01,6,2,5,1,75.0,32.84,42.16
8502,2026-08-01,6,3,1,4,312.51,148.18,164.33
8503,2026-08-01,6,3,3,2,161.84,69.6,92.24
8504,2026-08-01,6,3,4,4,300.56,128.28,172.28
8505,2026-08-01,6,3,5,1,75.31,33.18,42.13
8506,2026-08-01,6,4,2,2,188.36,78.66,109.7
8507,2026-08-01,6,4,4,7,541.92,233.79,308.13
8508,2026-08-01,6,4,5,3,240.13,105.8,134.33
8509,2026-08-01,6,5,3,2,133.58,60.94,72.64
8510,2026-08-01,6,5,4,4,288.77,144.04,144.73
8511,2026-08-01,6,5,5,1,62.41,33.09,29.32
8512,2026-08-01,7,1,3,5,211.58,84.41,127.17
8513,2026-08-01,7,1,4,8,352.46,146.09,206.37
8514,2026-08-01,7,1,5,6,267.02,114.11,152.91
8515,2026-08-01,7,2,2,2,97.86,38.73,59.13
8516,2026-08-01,7,2,3,1,46.9,18.88,28.02
8517,2026-08-01,7,2,4,4,166.58,66.72,99.86
8518,2026-08-01,7,2,5,6,270.24,111.43,158.81
8519,2026-08-01,7,3,2,3,140.09,63.09,77.0
8520,2026-08-01,7,3,4,5,228.89,94.82,134.07
8521,2026-08-01,7,3,5,4,190.69,75.79,114.9
8522,2026-08-01,7,4,2,2,117.21,42.69,74.52
8523,2026-08-01,7,4,4,4,193.81,71.52,122.29
8524,2026-08-01,7,4,5,2,103.58,39.73,63.85
8525,2026-08-01,7,5,2,2,81.67,39.33,42.34
8526,2026-08-01,7,5,3,3,115.27,53.06,62.21
8527,2026-08-01,7,5,4,4,187.47,83.88,103.59
8528,2026-08-01,7,5,5,4,152.62,72.09,80.53
8529,2026-08-01,8,1,2,5,227.58,99.45,128.13
8530,2026-08-01,8,1,3,4,174.76,75.26,99.5
8531,2026-08-01,8,1,4,6,298.83,120.44,178.39
8532,2026-08-01,8,1,5,1,46.45,18.45,28.0
8533,2026-08-01,8,2,1,1,57.76,22.66,35.1
8534,2026-08-01,8,2,2,1,47.36,20.23,27.13
8535,2026-08-01,8,2,3,2,99.23,39.85,59.38
8536,2026-08-01,8,2,4,13,675.35,266.3,409.05
8537,2026-08-01,8,2,5,3,146.99,62.19,84.8
8538,2026-08-01,8,3,2,3,158.7,65.7,93.0
8539,2026-08-01,8,3,4,13,661.01,270.77,390.24
8540,2026-08-01,8,3,5,1,52.53,21.28,31.25
8541,2026-08-01,8,4,1,1,64.6,24.94,39.66
8542,2026-08-01,8,4,2,1,60.12,24.66,35.46
8543,2026-08-01,8,4,4,11,553.84,229.97,323.87
8544,2026-08-01,8,4,5,3,150.34,62.3,88.04
8545,2026-08-01,8,5,3,2,86.67,39.11,47.56
8546,2026-08-01,8,5,4,6,300.36,131.5,168.86
8547,2026-08-01,8,5,5,3,115.07,56.72,58.35
8548,2026-08-01,9,1,2,2,133.68,57.84,75.84
8549,2026-08-01,9,1,3,4,258.45,108.61,149.84
8550,2026-08-01,9,1,4,9,632.63,276.71,355.92
8551,2026-08-01,9,1,5,1,60.19,26.1,34.09
8552,2026-08-01,9,2,2,5,347.26,149.67,197.59
8553,2026-08-01,9,2,4,1,64.18,26.93,37.25
8554,2026-08-01,9,2,5,4,256.07,111.36,144.71
8555,2026-08-01,9,3,2,2,141.53,61.91,79.62
8556,2026-08-01,9,3,3,3,213.1,94.11,118.99
8557,2026-08-01,9,3,4,4,267.03,117.03,150.0
8558,2026-08-01,9,4,1,3,255.02,101.7,153.32
8559,2026-08-01,9,4,2,2,158.65,67.54,91.11
8560,2026-08-01,9,4,3,3,217.85,93.49,124.36
8561,2026-08-01,9,4,4,3,223.36,92.49,130.87
8562,2026-08-01,9,4,5,1,77.45,31.51,45.94
8563,2026-08-01,9,5,4,3,239.45,105.46,133.99
8564,2026-08-01,10,1,2,3,173.67,70.7,102.97
8565,2026-08-01,10,1,4,3,162.07,63.65,98.42
8566,2026-08-01,10,1,5,3,160.56,66.65,93.91
8567,2026-08-01,10,2,2,2,127.17,47.63,79.54
8568,2026-08-01,10,2,4,5,291.2,112.58,178.62
8569,2026-08-01,10,2,5,5,267.57,116.57,151.0
8570,2026-08-01,10,3,2,2,128.44,52.22,76.22
8571,2026-08-01,10,3,3,2,122.36,49.05,73.31
8572,2026-08-01,10,3,4,4,221.24,92.78,128.46
8573,2026-08-01,10,4,1,3,205.7,83.9,121.8
8574,2026-08-01,10,4,4,4,254.36,98.65,155.71
8575,2026-08-01,10,5,2,3,169.29,71.11,98.18
8576,2026-08-01,10,5,4,2,96.69,42.52,54.17
8577,2026-08-01,10,5,5,5,280.17,115.16,165.01
8578,2026-08-01,11,1,1,1,40.43,14.28,26.15
8579,2026-08-01,11,1,2,1,38.93,12.95,25.98
8580,2026-08-01,11,1,4,7,298.92,100.3,198.62
8581,2026-08-01,11,1,5,5,211.44,75.91,135.53
8582,2026-08-01,11,2,1,3,130.29,44.28,86.01
8583,2026-08-01,11,2,2,4,175.59,57.58,118.01
8584,2026-08-01,11,2,3,3,130.26,42.62,87.64
8585,2026-08-01,11,2,4,8,329.58,112.02,217.56
8586,2026-08-01,11,2,5,4,170.99,53.15,117.84
8587,2026-08-01,11,3,2,2,95.05,30.41,64.64
8588,2026-08-01,11,3,4,8,327.11,109.78,217.33
8589,2026-08-01,11,3,5,1,40.84,13.78,27.06
8590,2026-08-01,11,4,1,1,53.04,16.06,36.98
8591,2026-08-01,11,4,2,2,95.09,30.75,64.34
8592,2026-08-01,11,4,4,2,90.56,28.87,61.69
8593,2026-08-01,11,4,5,2,85.11,28.36,56.75
8594,2026-08-01,11,5,2,1,38.14,14.05,24.09
8595,2026-08-01,11,5,4,4,151.16,50.59,100.57
8596,2026-08-01,11,5,5,2,68.54,25.19,43.35
8597,2026-08-01,12,1,1,1,74.9,29.46,45.44
8598,2026-08-01,12,1,2,9,666.13,256.55,409.58
8599,2026-08-01,12,1,4,3,205.46,75.65,129.81
8600,2026-08-01,12,1,5,8,636.45,237.2,399.25
8601,2026-08-01,12,2,2,6,478.62,181.49,297.13
8602,2026-08-01,12,2,3,2,158.2,60.63,97.57
8603,2026-08-01,12,2,4,8,666.74,246.76,419.98
8604,2026-08-01,12,2,5,4,293.06,109.15,183.91
8605,2026-08-01,12,3,1,2,176.02,64.89,111.13
8606,2026-08-01,12,3,2,1,94.51,31.31,63.2
8607,2026-08-01,12,3,4,2,148.4,57.58,90.82
8608,2026-08-01,12,3,5,2,157.77,58.05,99.72
8609,2026-08-01,12,4,1,2,195.93,68.98,126.95
8610,2026-08-01,12,4,2,1,86.4,34.82,51.58
8611,2026-08-01,12,4,4,1,79.49,30.32,49.17
8612,2026-08-01,12,4,5,1,80.57,28.82,51.75
8613,2026-08-01,12,5,2,2,154.97,58.65,96.32
8614,2026-08-01,12,5,4,5,346.17,133.31,212.86
8615,2026-08-01,13,1,1,1,49.63,21.03,28.6
8616,2026-08-01,13,1,2,4,199.72,81.53,118.19
8617,2026-08-01,13,1,4,6,315.9,126.0,189.9
8618,2026-08-01,13,1,5,1,45.36,18.82,26.54
8619,2026-08-01,13,2,1,1,67.39,23.64,43.75
8620,2026-08-01,13,2,2,3,161.67,64.6,97.07
8621,2026-08-01,13,2,4,4,203.51,77.65,125.86
8622,2026-08-01,13,2,5,7,362.42,139.47,222.95
8623,2026-08-01,13,3,1,2,134.55,47.26,87.29
8624,2026-08-01,13,3,4,1,59.12,20.42,38.7
8625,2026-08-01,13,3,5,1,57.35,21.36,35.99
8626,2026-08-01,13,4,2,5,272.75,97.1,175.65
8627,2026-08-01,13,4,4,5,301.8,107.96,193.84
8628,2026-08-01,13,4,5,4,246.33,83.52,162.81
8629,2026-08-01,13,5,1,2,101.31,44.13,57.18
8630,2026-08-01,13,5,2,2,104.85,41.78,63.07
8631,2026-08-01,13,5,4,3,137.34,57.19,80.15
8632,2026-08-01,13,5,5,1,51.48,19.42,32.06
8633,2026-08-01,14,1,2,3,85.34,31.81,53.53
8634,2026-08-01,14,1,3,2,50.28,19.33,30.95
8635,2026-08-01,14,1,4,10,248.08,103.67,144.41
8636,2026-08-01,14,1,5,4,120.67,47.64,73.03
8637,2026-08-01,14,2,1,2,59.57,23.36,36.21
8638,2026-08-01,14,2,2,7,213.53,78.89,134.64
8639,2026-08-01,14,2,3,3,85.02,31.09,53.93
8640,2026-08-01,14,2,4,3,81.47,30.08,51.39
8641,2026-08-01,14,2,5,10,266.38,102.33,164.05
8642,2026-08-01,14,3,2,2,56.76,22.72,34.04
8643,2026-08-01,14,3,3,1,31.57,11.17,20.4
8644,2026-08-01,14,3,4,8,221.47,84.46,137.01
8645,2026-08-01,14,3,5,1,31.66,11.25,20.41
8646,2026-08-01,14,4,1,1,34.33,12.23,22.1
8647,2026-08-01,14,4,3,2,58.8,22.04,36.76
8648,2026-08-01,14,4,4,5,146.94,55.77,91.17
8649,2026-08-01,14,4,5,4,120.5,42.67,77.83
8650,2026-08-01,14,5,2,4,102.4,42.49,59.91
8651,2026-08-01,14,5,4,6,168.14,67.6,100.54
8652,2026-08-01,14,5,5,2,49.8,18.83,30.97
8653,2026-08-01,15,1,1,1,50.33,21.67,28.66
8654,2026-08-01,15,1,2,5,263.0,117.58,145.42
8655,2026-08-01,15,1,3,4,204.96,85.99,118.97
8656,2026-08-01,15,1,4,6,332.93,144.11,188.82
8657,2026-08-01,15,1,5,2,104.44,41.81,62.63
8658,2026-08-01,15,2,1,1,55.65,24.94,30.71
8659,2026-08-01,15,2,2,2,116.08,48.05,68.03
8660,2026-08-01,15,2,3,5,265.76,114.43,151.33
8661,2026-08-01,15,2,4,4,210.53,87.39,123.14
8662,2026-08-01,15,2,5,2,112.22,45.62,66.6
8663,2026-08-01,15,3,2,2,106.52,48.71,57.81
8664,2026-08-01,15,3,4,5,257.3,112.87,144.43
8665,2026-08-01,15,3,5,2,113.74,48.71,65.03
8666,2026-08-01,15,4,1,3,189.89,81.02,108.87
8667,2026-08-01,15,4,2,1,68.21,26.13,42.08
8668,2026-08-01,15,4,4,8,454.99,181.54,273.45
8669,2026-08-01,15,4,5,2,113.42,48.86,64.56
8670,2026-08-01,15,5,2,2,110.41,44.07,66.34
8671,2026-08-01,15,5,4,3,156.05,64.27,91.78
8672,2026-08-01,15,5,5,5,238.41,111.28,127.13
8673,2026-09-01,1,1,1,3,220.24,88.64,131.6
8674,2026-09-01,1,1,2,7,489.32,175.94,313.38
8675,2026-09-01,1,1,3,7,436.07,175.85,260.22
8676,2026-09-01,1,1,4,9,580.98,234.71,346.27
8677,2026-09-01,1,1,5,3,218.03,86.46,131.57
8678,2026-09-01,1,2,2,2,155.99,57.65,98.34
8679,2026-09-01,1,2,3,3,215.18,87.62,127.56
8680,2026-09-01,1,2,4,4,298.92,114.94,183.98
8681,2026-09-01,1,2,5,1,75.49,29.35,46.14
8682,2026-09-01,1,3,2,1,69.1,29.65,39.45
8683,2026-09-01,1,3,3,1,73.14,28.26,44.88
8684,2026-09-01,1,3,4,9,594.95,236.62,358.33
8685,2026-09-01,1,4,1,1,71.46,28.69,42.77
8686,2026-09-01,1,4,2,6,394.67,144.61,250.06
8687,2026-09-01,1,4,3,8,574.77,205.26,369.51
8688,2026-09-01,1,4,4,9,606.38,233.81,372.57
8689,2026-09-01,1,5,2,7,419.81,173.83,245.98
8690,2026-09-01,1,5,4,3,202.34,86.92,115.42
8691,2026-09-01,1,5,5,3,201.0,86.24,114.76
8692,2026-09-01,2,1,1,1,140.42,48.53,91.89
8693,2026-09-01,2,1,2,2,247.64,99.7,147.94
8694,2026-09-01,2,1,3,1,130.77,50.76,80.01
8695,2026-09-01,2,1,4,12,1364.56,546.72,817.84
8696,2026-09-01,2,1,5,4,557.89,201.49,356.4
8697,2026-09-01,2,2,1,1,123.74,49.97,73.77
8698,2026-09-01,2,2,2,9,979.4,390.83,588.57
8699,2026-09-01,2,2,3,4,468.59,197.36,271.23
8700,2026-09-01,2,2,4,18,2084.85,799.06,1285.79
8701,2026-09-01,2,2,5,4,518.02,198.21,319.81
8702,2026-09-01,2,3,1,1,138.56,51.23,87.33
8703,2026-09-01,2,3,2,1,128.85,49.0,79.85
8704,2026-09-01,2,3,4,8,877.9,350.43,527.47
8705,2026-09-01,2,3,5,1,135.32,50.04,85.28
8706,2026-09-01,2,4,2,1,130.34,49.07,81.27
8707,2026-09-01,2,4,3,1,131.8,49.39,82.41
8708,2026-09-01,2,4,4,6,648.26,251.34,396.92
8709,2026-09-01,2,4,5,2,264.25,97.0,167.25
8710,2026-09-01,2,5,1,1,108.42,50.83,57.59
8711,2026-09-01,2,5,2,1,116.48,48.9,67.58
8712,2026-09-01,2,5,4,7,734.22,295.91,438.31
8713,2026-09-01,2,5,5,1,107.66,49.79,57.87
8714,2026-09-01,3,1,1,2,109.96,42.92,67.04
8715,2026-09-01,3,1,2,2,106.18,43.72,62.46
8716,2026-09-01,3,1,3,2,128.22,44.64,83.58
8717,2026-09-01,3,1,4,4,231.31,88.58,142.73
8718,2026-09-01,3,1,5,3,183.22,64.66,118.56
8719,2026-09-01,3,2,1,1,60.1,21.49,38.61
8720,2026-09-01,3,2,2,4,227.26,87.81,139.45
8721,2026-09-01,3,2,3,1,53.51,22.13,31.38
8722,2026-09-01,3,2,4,4,243.18,87.85,155.33
8723,2026-09-01,3,2,5,6,285.21,108.97,176.24
8724,2026-09-01,3,3,1,3,192.26,65.38,126.88
8725,2026-09-01,3,3,4,3,177.0,66.4,110.6
8726,2026-09-01,3,3,5,4,229.07,85.4,143.67
8727,2026-09-01,3,4,3,2,121.37,42.68,78.69
8728,2026-09-01,3,4,4,7,363.87,133.88,229.99
8729,2026-09-01,3,5,2,4,224.34,87.46,136.88
8730,2026-09-01,3,5,4,8,404.22,154.06,250.16
8731,2026-09-01,3,5,5,1,58.79,22.58,36.21
8732,2026-09-01,4,1,1,4,342.88,146.95,195.93
8733,2026-09-01,4,1,2,1,92.38,37.66,54.72
8734,2026-09-01,4,1,4,8,642.76,257.83,384.93
8735,2026-09-01,4,2,1,2,187.16,71.76,115.4
8736,2026-09-01,4,2,2,3,291.72,109.11,182.61
8737,2026-09-01,4,2,4,3,285.14,111.03,174.11
8738,2026-09-01,4,2,5,2,184.75,72.86,111.89
8739,2026-09-01,4,3,4,1,92.76,36.6,56.16
8740,2026-09-01,4,3,5,6,481.32,183.25,298.07
8741,2026-09-01,4,4,2,3,299.52,112.13,187.39
8742,2026-09-01,4,4,3,1,105.82,35.95,69.87
8743,2026-09-01,4,4,4,4,400.98,149.3,251.68
8744,2026-09-01,4,5,2,4,359.89,147.97,211.92
8745,2026-09-01,4,5,4,3,264.99,111.24,153.75
8746,2026-09-01,5,1,1,1,101.83,43.79,58.04
8747,2026-09-01,5,1,2,2,219.45,89.53,129.92
8748,2026-09-01,5,1,4,6,497.37,229.18,268.19
8749,2026-09-01,5,2,2,6,536.43,231.35,305.08
8750,2026-09-01,5,2,3,1,102.45,43.97,58.48
8751,2026-09-01,5,2,4,16,1427.86,637.86,790.0
8752,2026-09-01,5,2,5,6,539.18,224.91,314.27
8753,2026-09-01,5,3,4,11,1065.21,447.73,617.48
8754,2026-09-01,5,3,5,1,116.86,45.95,70.91
8755,2026-09-01,5,4,2,2,234.83,89.01,145.82
8756,2026-09-01,5,4,3,4,432.48,179.76,252.72
8757,2026-09-01,5,4,4,4,432.46,176.52,255.94
8758,2026-09-01,5,4,5,1,114.25,45.89,68.36
8759,2026-09-01,5,5,1,1,108.17,46.42,61.75
8760,2026-09-01,5,5,3,1,112.19,46.2,65.99
8761,2026-09-01,5,5,4,3,299.58,136.19,163.39
8762,2026-09-01,5,5,5,2,187.07,90.38,96.69
8763,2026-09-01,6,1,1,1,80.96,35.15,45.81
8764,2026-09-01,6,1,3,1,80.1,35.39,44.71
8765,2026-09-01,6,1,4,4,327.03,142.0,185.03
8766,2026-09-01,6,1,5,1,78.5,36.12,42.38
8767,2026-09-01,6,2,2,2,163.5,71.53,91.97
8768,2026-09-01,6,2,3,1,84.87,36.6,48.27
8769,2026-09-01,6,2,4,6,430.65,178.72,251.93
8770,2026-09-01,6,3,4,4,376.22,143.88,232.34
8771,2026-09-01,6,3,5,2,179.98,71.28,108.7
8772,2026-09-01,6,4,2,1,85.72,35.11,50.61
8773,2026-09-01,6,4,3,3,260.75,105.06,155.69
8774,2026-09-01,6,4,4,1,92.93,35.41,57.52
8775,2026-09-01,6,5,1,6,393.2,180.13,213.07
8776,2026-09-01,6,5,4,6,398.57,181.68,216.89
8777,2026-09-01,7,1,1,1,45.39,20.14,25.25
8778,2026-09-01,7,1,2,2,107.61,40.93,66.68
8779,2026-09-01,7,1,3,2,115.39,40.66,74.73
8780,2026-09-01,7,1,4,8,378.67,140.35,238.32
8781,2026-09-01,7,1,5,1,55.42,19.76,35.66
8782,2026-09-01,7,2,1,2,105.73,40.58,65.15
8783,2026-09-01,7,2,2,3,160.08,61.68,98.4
8784,2026-09-01,7,2,3,1,56.56,20.12,36.44
8785,2026-09-01,7,2,4,4,220.92,80.82,140.1
8786,2026-09-01,7,2,5,3,157.55,60.2,97.35
8787,2026-09-01,7,3,2,1,53.35,20.72,32.63
8788,2026-09-01,7,3,3,1,57.6,19.77,37.83
8789,2026-09-01,7,3,4,11,530.45,201.97,328.48
8790,2026-09-01,7,3,5,2,99.06,40.3,58.76
8791,2026-09-01,7,4,2,1,58.48,20.71,37.77
8792,2026-09-01,7,4,3,3,169.44,61.22,108.22
8793,2026-09-01,7,4,4,7,333.84,120.24,213.6
8794,2026-09-01,7,5,2,1,50.31,20.27,30.04
8795,2026-09-01,7,5,4,4,193.84,80.68,113.16
8796,2026-09-01,7,5,5,3,145.11,61.34,83.77
8797,2026-09-01,8,1,2,4,215.69,88.36,127.33
8798,2026-09-01,8,1,3,2,109.36,43.89,65.47
8799,2026-09-01,8,1,4,12,620.24,240.57,379.67
8800,2026-09-01,8,2,1,6,281.08,107.64,173.44
8801,2026-09-01,8,2,2,4,240.38,89.02,151.36
8802,2026-09-01,8,2,3,2,113.32,44.9,68.42
8803,2026-09-01,8,2,4,15,772.44,286.9,485.54
8804,2026-09-01,8,2,5,3,174.37,67.06,107.31
8805,2026-09-01,8,3,2,1,51.88,21.92,29.96
8806,2026-09-01,8,3,4,1,57.45,22.25,35.2
8807,2026-09-01,8,3,5,7,342.52,132.38,210.14
8808,2026-09-01,8,4,3,3,174.12,66.3,107.82
8809,2026-09-01,8,4,4,13,697.77,262.1,435.67
8810,2026-09-01,8,5,3,1,49.84,22.52,27.32
8811,2026-09-01,8,5,4,8,374.74,153.36,221.38
8812,2026-09-01,8,5,5,2,101.25,43.0,58.25
8813,2026-09-01,9,1,2,1,77.77,32.22,45.55
8814,2026-09-01,9,1,3,2,167.45,64.86,102.59
8815,2026-09-01,9,1,4,11,770.76,322.94,447.82
8816,2026-09-01,9,1,5,4,309.71,128.37,181.34
8817,2026-09-01,9,2,1,1,80.65,31.2,49.45
8818,2026-09-01,9,2,2,7,474.55,191.99,282.56
8819,2026-09-01,9,2,3,3,239.41,96.47,142.94
8820,2026-09-01,9,2,4,3,238.82,97.66,141.16
8821,2026-09-01,9,3,2,1,73.17,31.88,41.29
8822,2026-09-01,9,3,4,9,636.06,254.12,381.94
8823,2026-09-01,9,3,5,1,73.29,32.74,40.55
8824,2026-09-01,9,4,3,3,259.51,97.72,161.79
8825,2026-09-01,9,4,4,1,79.4,32.4,47.0
8826,2026-09-01,9,5,3,1,75.08,32.38,42.7
8827,2026-09-01,9,5,4,2,145.51,63.68,81.83
8828,2026-09-01,9,5,5,2,159.39,65.32,94.07
8829,2026-09-01,10,1,1,1,60.77,26.52,34.25
8830,2026-09-01,10,1,2,7,418.38,155.69,262.69
8831,2026-09-01,10,1,3,3,208.28,78.85,129.43
8832,2026-09-01,10,1,4,10,591.19,233.77,357.42
8833,2026-09-01,10,1,5,1,66.72,26.2,40.52
8834,2026-09-01,10,2,1,7,398.9,156.98,241.92
8835,2026-09-01,10,2,3,1,72.9,25.41,47.49
8836,2026-09-01,10,2,4,13,822.47,309.8,512.67
8837,2026-09-01,10,2,5,1,74.27,25.39,48.88
8838,2026-09-01,10,3,3,2,139.2,51.52,87.68
8839,2026-09-01,10,4,1,1,69.31,26.22,43.09
8840,2026-09-01,10,4,2,3,218.22,79.86,138.36
8841,2026-09-01,10,4,3,8,486.98,183.84,303.14
8842,2026-09-01,10,4,4,8,508.54,181.37,327.17
8843,2026-09-01,10,4,5,1,71.79,26.47,45.32
8844,2026-09-01,10,5,2,2,121.24,52.92,68.32
8845,2026-09-01,10,5,3,1,60.37,26.0,34.37
8846,2026-09-01,10,5,4,2,139.21,53.68,85.53
8847,2026-09-01,10,5,5,2,120.31,52.18,68.13
8848,2026-09-01,11,1,2,10,411.92,133.31,278.61
8849,2026-09-01,11,1,3,3,131.99,44.46,87.53
8850,2026-09-01,11,1,4,9,376.94,116.98,259.96
8851,2026-09-01,11,1,5,3,150.19,45.19,105.0
8852,2026-09-01,11,2,2,2,98.54,29.1,69.44
8853,2026-09-01,11,2,3,4,178.49,59.51,118.98
8854,2026-09-01,11,2,4,10,420.36,134.52,285.84
8855,2026-09-01,11,2,5,2,100.97,29.93,71.04
8856,2026-09-01,11,3,1,1,50.12,14.59,35.53
8857,2026-09-01,11,3,3,2,99.44,29.96,69.48
8858,2026-09-01,11,3,4,8,336.96,102.62,234.34
8859,2026-09-01,11,3,5,3,149.26,44.86,104.4
8860,2026-09-01,11,4,2,4,200.11,59.66,140.45
8861,2026-09-01,11,4,4,7,300.9,89.93,210.97
8862,2026-09-01,11,5,1,2,86.12,30.27,55.85
8863,2026-09-01,11,5,2,8,290.28,103.41,186.87
8864,2026-09-01,11,5,4,4,187.99,60.03,127.96
8865,2026-09-01,11,5,5,2,84.93,29.12,55.81
8866,2026-09-01,12,1,2,1,94.62,31.65,62.97
8867,2026-09-01,12,1,4,11,856.45,316.43,540.02
8868,2026-09-01,12,2,3,2,164.4,62.68,101.72
8869,2026-09-01,12,2,4,4,367.4,125.88,241.52
8870,2026-09-01,12,2,5,2,182.25,64.44,117.81
8871,2026-09-01,12,3,1,1,81.81,31.92,49.89
8872,2026-09-01,12,3,2,10,837.04,280.46,556.58
8873,2026-09-01,12,3,4,9,743.0,252.08,490.92
8874,2026-09-01,12,3,5,4,362.71,125.0,237.71
8875,2026-09-01,12,4,1,1,100.37,30.87,69.5
8876,2026-09-01,12,4,2,2,187.82,62.17,125.65
8877,2026-09-01,12,4,3,3,299.71,93.78,205.93
8878,2026-09-01,12,4,4,3,270.07,95.7,174.37
8879,2026-09-01,12,5,1,2,167.7,63.93,103.77
8880,2026-09-01,12,5,2,6,408.36,158.54,249.82
8881,2026-09-01,12,5,4,10,795.9,281.46,514.44
8882,2026-09-01,13,1,2,2,127.91,45.07,82.84
8883,2026-09-01,13,1,3,6,328.03,111.6,216.43
8884,2026-09-01,13,1,4,2,125.02,44.62,80.4
8885,2026-09-01,13,2,2,2,117.24,45.01,72.23
8886,2026-09-01,13,2,3,1,67.26,23.24,44.02
8887,2026-09-01,13,2,4,7,396.77,135.31,261.46
8888,2026-09-01,13,2,5,2,120.83,45.85,74.98
8889,2026-09-01,13,3,2,2,131.17,45.5,85.67
8890,2026-09-01,13,3,3,3,205.59,67.22,138.37
8891,2026-09-01,13,3,4,7,398.05,136.63,261.42
8892,2026-09-01,13,3,5,3,182.79,66.79,116.0
8893,2026-09-01,13,4,3,3,202.61,68.51,134.1
8894,2026-09-01,13,4,4,4,267.33,91.18,176.15
8895,2026-09-01,13,5,1,3,187.36,66.82,120.54
8896,2026-09-01,13,5,2,3,178.86,67.19,111.67
8897,2026-09-01,13,5,3,1,52.65,22.65,30.0
8898,2026-09-01,13,5,4,6,286.57,110.86,175.71
8899,2026-09-01,13,5,5,1,61.64,22.16,39.48
8900,2026-09-01,14,1,2,6,147.99,56.31,91.68
8901,2026-09-01,14,1,3,4,125.15,45.41,79.74
8902,2026-09-01,14,1,4,8,222.2,79.43,142.77
8903,2026-09-01,14,1,5,6,161.8,56.88,104.92
8904,2026-09-01,14,2,2,1,30.74,11.13,19.61
8905,2026-09-01,14,2,4,10,282.42,102.45,179.97
8906,2026-09-01,14,2,5,7,203.99,68.18,135.81
8907,2026-09-01,14,3,1,3,88.31,34.68,53.63
8908,2026-09-01,14,3,3,2,64.0,22.28,41.72
8909,2026-09-01,14,3,4,3,96.28,33.78,62.5
8910,2026-09-01,14,3,5,1,31.31,11.34,19.97
8911,2026-09-01,14,4,1,1,32.63,11.57,21.06
8912,2026-09-01,14,4,2,2,69.02,22.94,46.08
8913,2026-09-01,14,4,3,1,30.88,10.98,19.9
8914,2026-09-01,14,4,4,6,171.94,56.21,115.73
8915,2026-09-01,14,4,5,3,95.61,34.25,61.36
8916,2026-09-01,14,5,2,3,89.5,34.4,55.1
8917,2026-09-01,14,5,3,1,33.75,11.56,22.19
